player_sot_per_90,shot_accuracy_pct,opp_sot_allowed,touches_in_box,is_low_block,is_home_game,possession_against,defensive_width,xg_for,recent_form,target_hit_over
1.4363502971184063,0.27405317153544784,3.30852841867953,5.7089209594622865,1,0,0.4574542081109768,0.6389541724466932,0.8543192366204425,0.624120565776328,1
2.87678576602479,0.4167603789513432,3.2348939953599993,6.576769780339606,0,1,0.48937426375000853,0.35343181726309975,1.061481539523581,0.6092773519859075,1
2.3299848545285125,0.5491783343505633,6.531272902605183,2.7532752915474927,1,0,0.6418189572808721,0.7734367380128889,1.9637441271259197,0.3430893893985109,1
1.9966462104925915,0.49288995456382445,3.2477309992475307,5.374118697248992,0,1,0.43600175442395683,0.6178697434415449,1.8734756988736703,0.7151575822076099,1
0.8900466011060912,0.5226244591445799,3.359748630643155,5.002221882006241,0,0,0.6478598739248684,0.34432233013417257,1.2908997680400058,0.5558124909705688,0
0.8899863008405067,0.46351334668428695,5.796991312089819,6.829812637517898,0,1,0.33525377239067655,0.8274028344887241,1.3275348788838977,0.4636764845110579,1
0.6452090304204987,0.476910625807141,4.2486992122527,7.342609423368824,1,1,0.6107193748834523,0.5610192780011924,1.5469762069750113,0.640442362572888,1
2.665440364437338,0.5396782606261277,5.883552784775906,1.0850974003417075,0,0,0.6390190532218945,0.293739071122993,0.8003374065591884,0.4158144562807353,1
2.002787529358022,0.29986720354367435,2.326830787821926,5.718139433411548,1,1,0.3727270611349355,0.6260997426490403,1.137742070453239,0.6120794266708443,1
2.2701814444901136,0.39576998545725617,4.437855968366922,1.362850593838103,0,0,0.47213861294888015,0.40191934420768616,1.0915245320515004,0.31787004340751124,1
0.5514612357395061,0.28848377672784087,2.168068000916413,4.8420106555414915,1,0,0.36619990986546225,0.7322160711263814,1.150676125449669,0.6777336169241723,0
2.9247746304049858,0.5950672031986588,2.3132660172767725,3.0134291033057474,0,0,0.5826416515976871,0.7406932441397144,1.928268179546818,0.5016768811595933,1
2.5811066020010545,0.5776237358746452,6.532187266722055,3.147436196654988,1,1,0.5141391072246626,0.8373684135127971,1.1915433991650204,0.5865118114610738,1
1.0308477766956905,0.21577072454740237,2.696226855587976,3.4707095241664963,1,1,0.5541293386833284,0.5511217186147022,1.0681298508702075,0.39955701891300766,0
